iter	RMSE
1669	57.13002577
1670	57.11536746
1671	57.11347785
1672	57.08605124
1673	57.07740526
1674	57.06627446
1675	57.06106878
1676	57.04087818
1677	57.03724055
1678	57.01828897
1679	57.0137433
1680	57.00264515
1681	56.99537632
1682	56.98744542
1683	56.96766268
1684	56.96495648
1685	56.94811717
1686	56.94676121
1687	56.90611685
1688	56.9005385
1689	56.88117604
1690	56.87175508
1691	56.86283724
1692	56.84846122
1693	56.83909293
1694	56.83684353
1695	56.82570885
1696	56.82367824
1697	56.80846595
1698	56.80409051
1699	56.80067511
1700	56.79217155
1701	56.78899762
1702	56.77933305
1703	56.76774205
1704	56.7361302
1705	56.71409617
1706	56.71050988
1707	56.70166913
1708	56.67939605
1709	56.66800944
1710	56.66072768
1711	56.6317001
1712	56.62188993
1713	56.61655162
1714	56.61128691
1715	56.60468029
1716	56.5973632
1717	56.58281766
1718	56.57662604
1719	56.55623835
1720	56.55468684
1721	56.54510006
1722	56.53972652
1723	56.5261324
1724	56.51742993
1725	56.50516613
1726	56.46495577
1727	56.4499105
1728	56.43847541
1729	56.43630606
1730	56.4283756
1731	56.42470936
1732	56.39573217
1733	56.38840969
1734	56.38686498
1735	56.38089047
1736	56.33155265
1737	56.29948821
1738	56.28831285
1739	56.28089286
1740	56.2715464
1741	56.25482049
1742	56.25375705
1743	56.2296157
1744	56.22857693
1745	56.21974682
1746	56.21769149
1747	56.21370217
1748	56.17870883
1749	56.16874658
1750	56.16535108
1751	56.15622968
1752	56.14426734
1753	56.13079876
1754	56.10063783
1755	56.09495328
1756	56.06508278
1757	56.06367085
1758	56.0523514
1759	56.03752079
1760	56.03217898
1761	56.02559808
1762	56.0255507
1763	56.01563866
1764	55.99006026
1765	55.98304024
1766	55.98255776
1767	55.9729491
1768	55.95526185
1769	55.93973953
1770	55.93411537
1771	55.92353919
1772	55.90209295
1773	55.88657696
1774	55.85107028
1775	55.84039112
1776	55.833601
1777	55.82200952
1778	55.82080465
1779	55.81493724
1780	55.79685982
1781	55.79060075
1782	55.7840756
1783	55.78165855
1784	55.76802946
1785	55.76075993
1786	55.75592136
1787	55.74029952
1788	55.71242251
1789	55.70101926
1790	55.69607025
1791	55.69100991
1792	55.66502946
1793	55.65330289
1794	55.64668724
1795	55.64436238
1796	55.64059048
1797	55.60893652
1798	55.60838054
1799	55.59566211
1800	55.58984323
1801	55.58474395
1802	55.58076421
1803	55.57245867
1804	55.55524948
1805	55.54866051
1806	55.53654048
1807	55.52819689
1808	55.50935642
1809	55.50488479
1810	55.49523448
1811	55.45258562
1812	55.44540938
1813	55.42632231
1814	55.4252503
1815	55.42133498
1816	55.41235401
1817	55.40201687
1818	55.39253853
1819	55.38781853
1820	55.38146914
1821	55.37284103
1822	55.35628052
1823	55.35115536
1824	55.32702405
1825	55.3221523
1826	55.29642418
1827	55.25302843
1828	55.24804052
1829	55.2339881
1830	55.22527491
1831	55.21943954
1832	55.21691031
1833	55.21162945
1834	55.18351348
1835	55.18127044
1836	55.17768092
1837	55.16797793
1838	55.14331069
1839	55.13487681
1840	55.12143146
1841	55.11600184
1842	55.10804354
1843	55.10617247
1844	55.08099349
1845	55.07305179
1846	55.06771456
1847	55.0631087
1848	55.0408546
1849	55.02671289
1850	55.02307522
1851	55.01196463
1852	55.00290576
1853	54.98632135
1854	54.97424771
1855	54.96877111
1856	54.96642475
1857	54.95539843
1858	54.9511994
1859	54.91766136
1860	54.90085391
1861	54.85751208
1862	54.84555784
1863	54.80591923
1864	54.7747896
1865	54.72647878
1866	54.71961438
1867	54.71137719
1868	54.70214746
1869	54.6921058
1870	54.67294668
1871	54.65941403
1872	54.6591528
1873	54.6499916
1874	54.64419226
1875	54.62613469
1876	54.61607396
1877	54.61530728
1878	54.59578085
1879	54.58720484
1880	54.57774957
1881	54.56538603
1882	54.56146428
1883	54.53955893
1884	54.51879316
1885	54.50461254
1886	54.49530148
1887	54.48434716
1888	54.47793601
1889	54.46703303
1890	54.45852941
1891	54.45112753
1892	54.44637619
1893	54.44396378
1894	54.43267842
1895	54.41694697
1896	54.40804981
1897	54.39732612
1898	54.3919954
1899	54.38591372
1900	54.38050111
1901	54.37954365
1902	54.35422168
1903	54.33239685
1904	54.32285041
1905	54.31466499
1906	54.30635658
1907	54.30102087
1908	54.29675727
1909	54.29546281
1910	54.28652014
1911	54.2665294
1912	54.25938732
1913	54.23139667
1914	54.21611105
1915	54.19474596
1916	54.18313355
1917	54.1759836
1918	54.15377179
1919	54.14422502
1920	54.13424423
1921	54.12727406
1922	54.1110716
1923	54.10456326
1924	54.09321279
1925	54.08709637
1926	54.08067149
1927	54.06128762
1928	54.0521502
1929	54.04322148
1930	54.03299991
1931	54.018831
1932	54.00809806
1933	53.99668184
1934	53.96924274
1935	53.95052298
1936	53.93932924
1937	53.91345511
1938	53.91050972
1939	53.89863911
1940	53.89390733
1941	53.88180261
1942	53.87523991
1943	53.8464737
1944	53.84380719
1945	53.84163692
1946	53.83964121
1947	53.81057956
1948	53.80763028
1949	53.79967387
1950	53.79329288
1951	53.79227474
1952	53.75877065
1953	53.74187803
1954	53.73245189
1955	53.71854379
1956	53.71006913
1957	53.70778081
1958	53.70037923
1959	53.68565899
1960	53.67546033
1961	53.66014727
1962	53.65780946
1963	53.65279498
1964	53.64668819
1965	53.6350032
1966	53.59164693
1967	53.57602552
1968	53.56613022
1969	53.54308364
1970	53.53873691
1971	53.51094242
1972	53.50361046
1973	53.4886366
1974	53.47007142
1975	53.45974538
1976	53.44445283
1977	53.44062738
1978	53.43628931
1979	53.43422125
1980	53.42839325
1981	53.42380937
1982	53.41148905
1983	53.40962787
1984	53.39830284
1985	53.37335467
1986	53.36220105
1987	53.35523705
1988	53.35088815
1989	53.34531964
1990	53.33293212
1991	53.32082852
1992	53.31824419
1993	53.23161238
1994	53.2302056
1995	53.2238825
1996	53.21899786
1997	53.21808519
1998	53.16692102
1999	53.15921814
